,Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
27,YR2000,VGB,20311.0,1.4131181919999998,150.0,,,,,,,,,,,,,,,111.17647,98.75979,1.02807,,36.70000076,,,5.055191768,,,,,,,,,,,,,,,,,100.0,,,,,8073327000.0,,,,,,,,,,,,,,0.9917923464
28,YR2000,BRN,333165.0,2.1096517,5770.0,,4892094612.0,14680.0,21757595388.0,65310.0,,72.809,2.346,27.4754,,99.5,10.3,,99.0,114.79095,84.64923,0.98215,,3970.0,,7157.132352,14.14342743,7545.810634,6001153306.0,2.849421858,29.01570917,1.024413492,63.66977334,67.35433192,35.81729355,13.05791927,,,,4.06920549,28.51439977,,83.48395291,100.0,,,,,,,18012.55626,,1.5581524759999998,,40.76104955,123.518,89.125,63.0,2.0,38.0,21.0,,
29,YR2000,BGR,8170172.0,-0.4938964166,110990.0,14.0,13484500039.0,1650.0,50826796086.0,6220.0,,71.66341463,1.26,44.808,,99.8,17.5,,89.0,96.15943,92.78796,0.97697,0.1,33750.0,,2277.367967,5.328034342,3673.606871,13153016531.0,4.765771064,7.196768252999999,11.03631507,22.67525548,36.47440901,41.81997866,19.19055565,,,0.9814478656,2.671170465,9.227356436,,86.64172187,100.0,12008623065.0,9.989055449,,25957718.8,1001503842.0,,1609.882452,-998219916.7,10.31626213,16.0,45.90478058,224.995,98.817,938.0,13.0,516.0,709.0,231.0,0.0
30,YR2000,BFA,11607942.0,2.841885125,274220.0,,2861636353.0,250.0,9832591706.0,850.0,,50.489,6.5920000000000005,139.304,,,178.9,,48.0,25.42222000000001,10.42248,0.70023,2.1,62480.0,,,0.08971685076,,2628920056.0,1.820241893,-0.8197719678000001,30.78931083,20.20464997,9.532602085,24.97978041,20.06839449,,,,1.392162753,0.217480411,,31.19151524,100.0,1437932410.0,1.824633878,,44507102.97,23219874.87,15.48767215,226.4759814,,-0.3042121685,,45.82422384,358.956,298.574,47612.0,2800.0,21998.0,,2.0,71.39430563
31,YR2000,BDI,6378871.0,1.7673565219999998,27830.0,,859340957.8,130.0,3704285880.0,580.0,,49.091,6.92,76.266,15.7,25.2,156.4,38.9,72.0,24.3505,,,3.3,1980.0,5.07665344,,0.04254012975,,870486065.9,-0.8568640584,38.9448932,44.10704011,15.53957069,6.318970594,16.23475389,2.78113771,,,,4.862402213,0.255844647,,22.74591263,100.0,1125869261.0,2.5586884640000003,,2463668.236,11683518.19,14.62798041,136.4639708,-11683240.67,24.43202421,0.0,52.15990591,381.883,328.154,26046.0,2800.0,10305.0,,,2.759964702
32,YR2000,CPV,428188.0,1.82320284,4030.0,,601942766.2,1410.0,1293207597.0,3020.0,,68.583,3.539,96.512,,,35.6,,86.0,105.99315,68.67609,,0.7,820.8999633999997,,,0.50527572,,539227277.6,14.28486883,-7.901103461,12.8717827,21.74719078,27.00721854,60.51338982,,,,,1.154025913,4.60755556,,44.69358469,100.0,319703769.2,3.077463133,,479393.645,34202238.38,221.0477641,1259.323656,-32806136.11,-2.477456685,0.0,42.83480175,178.15,136.058,346.0,14.0,204.0,,,51.00437576
33,YR2000,KHM,12155239.0,2.236050134,181040.0,,3657595026.0,300.0,12868479071.0,1060.0,,58.432,3.805,49.5172,23.8,31.8,106.8,39.5,65.0,,17.28545,0.8183,1.2,115460.0,,280.7322834,0.1626058525,32.74308304,3677897739.0,10.7119948,-4.283226767,35.68562535,21.71482579,49.52278105,61.3625144,17.41524687,,,,2.20981321,1.073997805,,90.48647451,100.0,1946021127.0,0.3547518599,,59617900.0,118308566.3,32.61062987,302.57716360000006,-141910547.8,-0.7919925295,0.0,51.6223722,292.208,226.73,26759.0,1700.0,12020.0,,,84.59341488
34,YR2000,CMR,15513945.0,2.621099328,475440.0,,10322550319.0,670.0,29784946287.0,1920.0,,50.993,5.58,154.7712,25.6,56.1,149.4,,49.0,49.51233,27.575440000000004,,4.6,221160.0,18.38837293,406.708803,0.2212404388,175.2616759,10083937740.0,3.553374364,5.214816796,16.73646394,29.91514323,25.90820941,24.94465955,19.98456876,,,,1.324748865,0.665717198,,32.94347987,100.0,10561281361.0,5.897101555,,29980072.04,159311348.0,24.31103114,649.9918454,-149126598.5,1.22719013,0.0,48.22322022,425.353,396.817,56919.0,5700.0,22803.0,,,7.405837581
35,YR2000,CAN,30685730.0,0.9312815535,9984670.0,,698074364266.0,22750.0,877373999039.0,28590.0,7.1,79.13658537,1.4880000000000002,16.8338,,99.3,6.2,,96.0,97.81784,101.92313,1.01057,,3478020.0,,8265.079925,17.41463895,17037.07228,742295468319.0,5.178762944,4.345245858,1.865594807,29.88308056,44.31100625,38.66378564,20.6832834,20.93138229,,103.8456481,1.11808088,28.53043915,,70.24440028,100.0,,,,1696622259.0,68303350856.0,,24190.24962,-21653038994.0,2.719439957,,45.70185698,100.924,61.045,1754.0,31.0,1241.0,35435.0,4187.0,0.0
36,YR2000,CYM,42303.0,4.553329355,263.9999962,,,,,,,,,,,,,,,,,,,126.99999809999998,,,11.00888826,,,0.9999978114,3.478776883,,,,,,,,,,25.29371439,,,100.0,,,,,9358723000.0,,,,,,,,,,,,,,
37,YR2000,CAF,3640427.0,2.289845843,622980.0,,937849834.8,260.0,2428683089.0,670.0,,44.19,5.5,149.054,27.9,31.7,171.8,21.8,36.0,,,,7.2,224040.0,23.23119137,,0.07353285755,,914500299.1,-2.48943244,8.506601078,,,20.37221359,25.2875684,11.07229594,,,,,0.136440038,,30.39911526,100.0,869008795.3,1.6236923680000002,,,889074.9126,20.84920258,251.2068774,,3.203400916,0.0,46.64162336,540.27,522.6990000000002,16258.0,1900.0,7441.0,,,22.94967396
38,YR2000,TCD,8355654.0,3.682718582,1284000.0,,1505642210.0,180.0,6510176644.0,780.0,,47.713,7.354,212.41,7.9,13.7,185.9,29.4,28.0,22.1474,10.76674,0.56186,1.8,63260.0,,,0.02106549649,,1385058162.0,-0.8796810254,5.28980486,40.70509403,10.91266173,16.89009643,34.68107558,23.27390222,,,,1.362045317,0.065823693,,36.09956707,100.0,1098899966.0,1.826651065,,,115172421.5,15.71750099,165.7629866,,3.822600881,0.0,45.03971318,427.049,386.934,41668.0,6100.0,19017.0,,,70.75811072
39,YR2000,CHI,148443.0,0.6000058541,197.9999924,,6310777789.0,42510.0,,,,79.03699999999998,1.526,13.656,,,,,,,,,,8.000000119,,,,,6439703435.0,5.826641469,3.892317592,,,,,,,,3.961051974,,,,,,,,,,,,43381.65784,,,,43.10776257,92.994,58.043,,,,,,
40,YR2000,CHL,15342353.0,1.177211428,756096.0156,36.0,77651817813.0,5060.0,141423037029.0,9220.0,3.8,76.366,2.055,60.3632,,99.0,10.9,,97.0,,85.52158,0.99598,0.2,158340.0,,1640.410373,3.833506699,2499.290689,77860932152.0,5.326938419,4.271839188,5.377918724,31.42229659,30.53170013,28.78412198,22.11674947,20.88936892,,77.57519507,2.7032820460000004,22.17081695,,48.44149557,100.0,,,,15600000.0,4860015668.0,3.1918181,5074.901624,-873370518.2,3.843272957,12.0,34.80574037,142.235,75.536,2367.0,79.0,1395.0,2879.0,241.0,2.353353321
41,YR2000,CHN,1262645000.0,0.787956593,9562920.0,,1181545268969.0,940.0,3662603190120.0,2900.0,,71.39699999999998,1.596,9.911,83.8,96.6,36.8,7.4,84.0,,60.2599,,,1770005.0,4.059924136,898.9873131,2.696862433,992.9433847,1211346869605.0,8.491508492000001,2.06146138,14.67624166,45.53727864,20.89344482,18.51709397,34.42965254,,,,1.887353783,6.606481691,,39.15451568,100.0,145874130764.0,2.22364383,,754290000.0,42095300000.0,1.385203284,959.3724836,-37483300000.0,0.3478062568,,45.10519005,131.48,94.3,529921.0,10000.0,376558.0,26560.0,25346.0,2.758258597
42,YR2000,COL,39629968.0,1.60375178,1141750.0,,92623850824.0,2340.0,259586734057.0,6550.0,1.9,72.945,2.572,97.6814,76.9,86.1,25.0,4.9,88.0,96.01168,73.0866,1.03857,0.4,617984.4141,24.85340876,651.3635337999998,1.461619449,845.5974528999999,99886577331.0,2.924861483,33.67537051,8.305719533,27.30577228,15.91513972,16.75194575,14.89562703,15.49434966,,,3.031683539,5.6946828720000005,,24.60991322,100.0,34329248551.0,5.265935819,,219135624.6,2436459923.0,4.709819598999999,2520.4808980000007,-2111113395.0,9.222570802,0.0,41.01896482,230.093,111.186,18635.0,830.0,11863.0,1694.0,75.0,8.955379597
43,YR2000,COM,542357.0,2.522340022,1861.000061,,393608967.7,730.0,1031838095.0,1900.0,,59.46,5.384,94.8934,25.7,61.8,101.9,25.0,70.0,,,,0.1,450.0,,,0.1893144184,,350264287.7,10.84787862,-4.4600245130000005,29.37631994,12.20627155,8.836314059,26.92116449,18.04229519,,,,,0.0,,16.2734261,100.0,232285377.4,0.9286864091,,,93636.11508,35.60385503,645.8186908,,,0.0,38.17528622,297.454,245.272,1459.0,90.0,834.0,,,0.662897738
44,YR2000,COD,47105826.0,2.550436336,2344860.0,,6351297794.0,130.0,21034807038.0,450.0,,50.041,6.751,125.4476,,,160.8,,46.0,,,,1.8,1572490.0,23.3864837,295.2242256,0.01728181138,96.56979585,19088046306.0,-6.9109273170000005,2630.122674,31.97235827,22.4057063,11.44961203,15.56479089,14.43349633,,,,0.2202607726,0.031843195,,7.805932447000001,100.0,11815384526.0,0.1590718439,,,94190400.0,3.78806647,405.216253,,513.9068437,0.0,50.24808551,370.806,317.698,226822.0,17000.0,84358.0,,,10.20530987
